OPEID,INSTNM,CITY,STABBR,ZIP,INSTURL,REGION,LOCALE,ADM_RATE,COSTT4_A
00119100,Diablo Valley College,Pleasant Hill,CA,94523,https://www.dvc.edu/,8,21.0,,13436.0
00119600,Dominican University of California,San Rafael,CA,94901-2298,https://www.dominican.edu/,8,13.0,0.9293,66179.0
00129600,Dominican School of Philosophy & Theology,Berkeley,CA,94708-1816,https://www.dspt.edu/,8,12.0,,
02226000,East Los Angeles College,Monterey Park,CA,91754-6099,www.elac.edu/,8,21.0,,18616.0
00119700,El Camino Community College District,Torrance,CA,90506,www.elcamino.edu/,8,21.0,,19650.0
02609000,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,90403,www.emperors.edu/,8,13.0,,
00903200,Empire College,Santa Rosa,CA,95403-2126,https://empcol.edu/,8,12.0,,
01245200,Evergreen Valley College,San Jose,CA,95135-1598,www.evc.edu/,8,11.0,,19861.0
01111200,FIDM-Fashion Institute of Design & Merchandising,Los Angeles,CA,90015-1421,www.fidm.edu/,8,11.0,0.3597,52083.0
00859700,Feather River Community College District,Quincy,CA,95971-9124,www.frc.edu/,8,41.0,,17276.0
00725300,Federico Beauty Institute,Sacramento,CA,95834,federico.edu/,8,21.0,,
02096100,Fielding Graduate University,Santa Barbara,CA,93105-3538,www.fielding.edu/,8,13.0,,
03131300,Five Branches University,Santa Cruz,CA,95062,www.fivebranches.edu/,8,22.0,,
00720900,Redondo Beach Beauty College,Torrance,CA,90505,rbbeautycollege.com/,8,21.0,,
00119900,Foothill College,Los Altos Hills,CA,94022,https://foothill.edu/,8,21.0,,15141.0
01179200,Franciscan School of Theology,San Diego,CA,92110,www.fst.edu/,8,11.0,,
02230900,Fredrick and Charles Beauty College,Eureka,CA,95501,www.fandcbeauty.com/,8,33.0,,
00130700,Fresno City College,Fresno,CA,93741,www.fresnocitycollege.edu/,8,11.0,,12737.0
00125300,Fresno Pacific University,Fresno,CA,93702-4709,www.fresno.edu/,8,11.0,0.7786,38688.0
00120000,Fuller Theological Seminary,Pasadena,CA,91182,www.fuller.edu/,8,12.0,,
00120100,Fullerton College,Fullerton,CA,92832-2095,www.fullcoll.edu/,8,21.0,,16615.0
00120200,Gavilan College,Gilroy,CA,95020,https://www.gavilan.edu/,8,23.0,,13406.0
02231900,Gemological Institute of America-Carlsbad,Carlsbad,CA,92008,www.gia.edu/gem-education,8,12.0,,
00120300,Glendale Community College,Glendale,CA,91208-2894,https://www.glendale.edu/,8,12.0,,14283.0
02338500,Glendale Career College,Glendale,CA,91203,www.success.edu/,8,12.0,,
00120500,Golden Gate University,San Francisco,CA,94105-2968,www.ggu.edu/,8,11.0,,
00120600,Golden West College,Huntington Beach,CA,92647-2710,www.goldenwestcollege.edu/,8,21.0,,11843.0
00120700,Graduate Theological Union,Berkeley,CA,94709,www.gtu.edu/,8,12.0,,
00120800,Grossmont College,El Cajon,CA,92020-1799,https://www.grossmont.edu/,8,21.0,,11295.0
02211000,Salon Success Academy-Riverside,Riverside,CA,92506,www.salonsuccessacademy.com/,8,11.0,,
00120900,Hartnell College,Salinas,CA,93901,www.hartnell.edu/,8,12.0,,12273.0
00117100,Harvey Mudd College,Claremont,CA,91711,https://www.hmc.edu/,8,21.0,0.0999,63989.0
02285100,Hilltop Beauty School,Daly City,CA,94014,www.hilltopbeautyschool.com/,8,21.0,,
00118300,Holy Names University,Oakland,CA,94619-1699,www.hnu.edu/,8,11.0,0.9531,54556.0
03126800,Pacifica Graduate Institute,Carpinteria,CA,93013,www.pacifica.edu/,8,41.0,,
00114900,California State Polytechnic University-Humboldt,Arcata,CA,95521-8299,www.humboldt.edu/,8,33.0,0.9146,24219.0
00121200,Humphreys University-Stockton and Modesto Campuses,Stockton,CA,95207,www.humphreys.edu/,8,11.0,,24088.0
00121400,Imperial Valley College,Imperial,CA,92251-0158,www.imperial.edu/,8,41.0,,10446.0
02128300,Institute for Business and Technology,Santa Clara,CA,95051-1303,https://ibt.edu/,8,12.0,,
02520300,Interior Designers Institute,Newport Beach,CA,92660,https://www.idi.edu/,8,13.0,,
02255400,International School of Cosmetology,Los Angeles,CA,90036,www.toniguy.edu/,8,11.0,,
02539500,Irvine Valley College,Irvine,CA,92618-0301,https://www.ivc.edu/,8,11.0,,10767.0
01202600,Bellus Academy-El Cajon,El Cajon,CA,92021,www.bellusacademy.edu/,8,21.0,,
00274100,American Jewish University,Los Angeles,CA,90077-1519,www.aju.edu/,8,11.0,,
00130800,Reedley College,Reedley,CA,93654,www.reedleycollege.edu/,8,32.0,,12373.0
02270600,Life Pacific University,San Dimas,CA,91773-3298,https://www.lifepacific.edu/,8,21.0,0.9397,31462.0
00121600,University of La Verne,La Verne,CA,91750-4401,https://www.laverne.edu/,8,21.0,0.7194,60612.0
02330500,Laguna College of Art and Design,Laguna Beach,CA,92651,www.lcad.edu/,8,41.0,0.833,53081.0
01290700,Lake Tahoe Community College,South Lake Tahoe,CA,96150,www.ltcc.edu/,8,41.0,,10703.0
01301000,Lancaster Beauty School,Lancaster,CA,93534,lancasterbeautyschool.com/,8,21.0,,
00126600,Laney College,Oakland,CA,94607,laney.edu/,8,11.0,,22364.0
00121700,Lassen Community College,Susanville,CA,96130,www.lassencollege.edu/,8,41.0,,18311.0
04284300,Latin American Bible Institute,La Puente,CA,91746-3099,labi.edu/,8,21.0,0.3623,11300.0
02228500,Life Chiropractic College West,Hayward,CA,94545-2570,www.lifewest.edu/,8,21.0,,
00697500,Lincoln University,Oakland,CA,94612-2801,https://lincolnuca.edu/,8,11.0,,22440.0
03332300,Southern California Seminary,El Cajon,CA,92019-1108,www.socalsem.edu/,8,21.0,,
00121500,La Sierra University,Riverside,CA,92505-8247,https://lasierra.edu/,8,11.0,0.6607,46046.0
00121800,Loma Linda University,Loma Linda,CA,92350,www.llu.edu/index.html,8,21.0,,
00121900,Long Beach City College,Long Beach,CA,90808-1706,www.lbcc.edu/,8,11.0,,11991.0
00122900,Southern California University of Health Sciences,Whittier,CA,90604,https://www.scuhs.edu/,8,21.0,,
00122400,Los Angeles Harbor College,Wilmington,CA,90744-2397,https://www.lahc.edu/,8,11.0,,18904.0
00122600,Los Angeles Pierce College,Woodland Hills,CA,91371-0002,www.lapc.edu/,8,11.0,,19386.0
00704700,Los Angeles Southwest College,Los Angeles,CA,90047-4899,https://www.lasc.edu/,8,21.0,,13698.0
00122700,Los Angeles Trade Technical College,Los Angeles,CA,90015-4181,www.lattc.edu/,8,11.0,,15980.0
00122800,Los Angeles Valley College,Valley Glen,CA,91401-4096,www.lavc.edu/,8,11.0,,17366.0
00122000,The Master's University and Seminary,Santa Clarita,CA,91321-1200,www.masters.edu/,8,21.0,0.6698,43385.0
00122300,Los Angeles City College,Los Angeles,CA,90029,www.lacitycollege.edu/,8,11.0,,16656.0
00616500,Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,90033-1084,https://dhs.lacounty.gov/wps/portal/dhs/conah/,8,11.0,,
01255000,Los Angeles Mission College,Sylmar,CA,91342-3200,https://www.lamission.edu/,8,11.0,,17890.0
01034000,Los Medanos College,Pittsburg,CA,94565,https://www.losmedanos.edu/,8,21.0,,11897.0
01164900,Loyola Marymount University,Los Angeles,CA,90045-2659,https://www.lmu.edu/,8,11.0,0.4582,59539.0
01186600,Lu Ross Academy,Ventura,CA,93001-2729,www.lurossacademy.com/,8,12.0,,
00714201,Lyle's College of Beauty,Bakersfield,CA,93301,lylescolleges.com/,8,11.0,,
00714200,Lyle's College of  Beauty,Fresno,CA,93710,lylescolleges.com/,8,11.0,,
01324000,Lytles Redwood Empire Beauty College,Santa Rosa,CA,95403,www.lytlesrebc.edu/,8,21.0,,
01291200,MTI College,Sacramento,CA,95841-9817,www.mticollege.edu/,8,21.0,0.9581,
00117800,College of Marin,Kentfield,CA,94904-2590,www.marin.edu/,8,21.0,,13784.0
01047400,Marymount California University,Rancho Palos Verdes,CA,90275-6299,www.marymountcalifornia.edu/,8,21.0,,55163.0
01167200,Mendocino College,Ukiah,CA,95482,www.mendocino.edu/,8,41.0,,16011.0
00123600,Menlo College,Atherton,CA,94027-4301,www.menlo.edu/,8,21.0,0.6978,64663.0
00123700,Merced College,Merced,CA,95348-2806,www.mccd.edu/,8,13.0,,19487.0
00126700,Merritt College,Oakland,CA,94619-3196,www.merritt.edu/,8,11.0,,20217.0
00123800,Mills College,Oakland,CA,94613,https://www.mills.edu/,8,11.0,0.7981,47187.0
00123900,MiraCosta College,Oceanside,CA,92056-3899,www.miracosta.edu/,8,21.0,,12359.0
02119100,Mission College,Santa Clara,CA,95054-1897,www.missioncollege.edu/,8,12.0,,13216.0
00720400,Modern Beauty Academy,Oxnard,CA,93030,www.modernbeautyacademy.org/,8,12.0,,
00124000,Modesto Junior College,Modesto,CA,95350-5800,https://www.mjc.edu/,8,12.0,,18817.0
02185800,Moler Barber College,Oakland,CA,94609-2419,moler.org/,8,11.0,,
00369110,Middlebury Institute of International Studies at Monterey,Monterey,CA,93940,https://www.middlebury.edu/institute/,8,22.0,,
00124200,Monterey Peninsula College,Monterey,CA,93940-4799,www.mpc.edu/,8,22.0,,17963.0
00711500,Moorpark College,Moorpark,CA,93021-1695,www.moorparkcollege.edu/index.shtml,8,22.0,,9520.0
00124500,Mt San Antonio College,Walnut,CA,91789-1399,www.mtsac.edu/,8,21.0,,11578.0
00124300,Mount Saint Mary's University,Los Angeles,CA,90049-1599,https://www.msmu.edu/,8,11.0,0.9012,56544.0
00124600,Mt San Jacinto Community College District,San Jacinto,CA,92583-2399,www.msjc.edu/,8,22.0,,12543.0
02161800,Musicians Institute,Hollywood,CA,90028,www.mi.edu/,8,11.0,0.7857,40208.0
00124700,Napa Valley College,Napa,CA,94558-6236,https://www.napavalley.edu/Pages/default.aspx,8,13.0,,20220.0
02542300,National Holistic Institute,Emeryville,CA,94608-2008,www.nhi.edu/,8,21.0,,
01146000,National University,San Diego,CA,92123,www.nu.edu/,8,11.0,0.5455,18576.0
00131000,Naval Postgraduate School,Monterey,CA,93943,https://www.nps.edu/,0,22.0,,
03043900,Newschool of Architecture and Design,San Diego,CA,92101,www.newschoolarch.edu/,8,11.0,0.6085,55686.0
00718700,North Adrian's College of Beauty Inc,Modesto,CA,95350-2381,www.adrians.edu/,8,12.0,,
01287200,North-West College-Pomona,Pomona,CA,91768,www.north-westcollege.edu/,8,21.0,,
01170700,North-West College-West Covina,West Covina,CA,91790,https://www.nw.edu/locations/west-covina-campus/,8,21.0,,
02591600,North-West College-Van Nuys,Van Nuys,CA,91411,www.north-westcollege.edu/,8,11.0,,
,San Francisco Bay University,Fremont,CA,94539,https://www.sfbu.edu/,8,21.0,0.45,
00117900,Notre Dame de Namur University,Belmont,CA,94002-1908,www.ndnu.edu/,8,21.0,,
00124900,Occidental College,Los Angeles,CA,90041-3392,https://www.oxy.edu/,8,11.0,0.3824,72382.0
00448100,Ohlone College,Fremont,CA,94539-0390,www.ohlone.edu/,8,21.0,,16828.0
00125000,Orange Coast College,Costa Mesa,CA,92626,www.orangecoastcollege.edu/,8,12.0,,12400.0
00125100,Otis College of Art and Design,Los Angeles,CA,90045-3505,www.otis.edu/,8,11.0,0.7982,66930.0
01284200,Oxnard College,Oxnard,CA,93033-6699,www.oxnardcollege.edu/,8,12.0,,9504.0
00125200,Hope International University,Fullerton,CA,92831-3199,www.hiu.edu/,8,21.0,0.3997,44331.0
00793000,Concorde Career College-San Diego,San Diego,CA,92113-1964,https://www.concorde.edu/campus/san-diego-california,8,11.0,0.9879,
02138300,Palo Alto University,Palo Alto,CA,94304-1337,www.paloaltou.edu/,8,41.0,,
00125500,Pacific Oaks College,Pasadena,CA,91103,https://www.pacificoaks.edu/,8,12.0,0.1304,
00125600,Pacific School of Religion,Berkeley,CA,94709,www.psr.edu/,8,12.0,,
03163300,Pacific States University,Los Angeles,CA,90010-2263,www.psuca.edu/,8,11.0,,
00125800,Pacific Union College,Angwin,CA,94508-9707,https://www.puc.edu/,8,41.0,0.5773,45003.0
00132900,University of the Pacific,Stockton,CA,95211-0197,www.pacific.edu/,8,11.0,0.793,57004.0
00125900,Palo Verde College,Blythe,CA,92225,https://www.paloverde.edu/,8,42.0,,17798.0
00126000,Palomar College,San Marcos,CA,92069-1487,www2.palomar.edu/,8,21.0,,11680.0
00126100,Pasadena City College,Pasadena,CA,91106-2003,pasadena.edu/,8,12.0,,12197.0
01014900,Pepperdine University,Malibu,CA,90263,www.pepperdine.edu/,8,21.0,0.5271,77912.0
00117200,Pitzer College,Claremont,CA,91711-6101,https://www.pitzer.edu/,8,21.0,0.1831,58504.0
02304300,Platt College-San Diego,San Diego,CA,92115-3919,www.platt.edu/,8,11.0,,35459.0
00126200,Point Loma Nazarene University,San Diego,CA,92106-2899,www.pointloma.edu/,8,11.0,0.8366,52834.0
00117300,Pomona College,Claremont,CA,91711-6319,www.pomona.edu/,8,21.0,0.0664,70094.0
00126800,Porterville College,Porterville,CA,93257,www.portervillecollege.edu/,8,23.0,,12278.0
01298400,Professional Institute of Beauty,El Monte,CA,91731,www.pib.edu/,8,21.0,,
00128400,Santa Ana College,Santa Ana,CA,92706-3398,www.sac.edu/,8,11.0,,11661.0
01044100,Pardee RAND Graduate School,Santa Monica,CA,90401-3208,www.prgs.edu/,8,13.0,,
04161700,Shasta School of Cosmetology,Redding,CA,96003,www.shastaschoolofcosmetology.com/,8,13.0,,
00132200,University of Redlands,Redlands,CA,92373-0999,www.redlands.edu/,8,13.0,0.8297,62643.0
00118500,College of the Redwoods,Eureka,CA,95501-9300,https://www.redwoods.edu/,8,41.0,,12318.0
00720300,Salon Success Academy-Upland,Upland,CA,91786,www.salonsuccessacademy.com/,8,21.0,,
01309500,Salon Success Academy-Corona,Corona,CA,92881,www.salonsuccessacademy.com/,8,12.0,,
00126900,Rio Hondo College,Whittier,CA,90601-1616,www.riohondo.edu/,8,21.0,,12763.0
00127000,Riverside City College,Riverside,CA,92506,www.rcc.edu/,8,11.0,,12940.0
03109500,Dongguk University Los Angeles,Los Angeles,CA,90020-1704,www.dula.edu/,8,11.0,,
00123300,Sacramento City College,Sacramento,CA,95822-1386,https://www.scc.losrios.edu/,8,11.0,,13642.0
00891800,Saddleback College,Mission Viejo,CA,92692-3635,www.saddleback.edu/,8,21.0,,13443.0
00701200,Samuel Merritt University,Oakland,CA,94609,www.samuelmerritt.edu/,8,11.0,,
00127300,San Diego City College,San Diego,CA,92101-4787,www.sdcity.edu/,8,11.0,,14837.0
00127500,San Diego Mesa College,San Diego,CA,92111-4998,www.sdmesa.edu/,8,11.0,,12900.0
01182000,San Diego Miramar College,San Diego,CA,92126-2999,www.sdmiramar.edu/,8,11.0,,13234.0
00115100,San Diego State University,San Diego,CA,92182-0001,www.sdsu.edu/,8,11.0,0.379,16194.0
01039500,University of San Diego,San Diego,CA,92110-2492,www.sandiego.edu/,8,11.0,0.527,68002.0
00394800,San Francisco Art Institute,San Francisco,CA,94133-2299,www.sfai.edu/,8,11.0,,
00127800,San Francisco Conservatory of Music,San Francisco,CA,94102-6011,https://sfcm.edu/,8,11.0,0.4645,69637.0
00115400,San Francisco State University,San Francisco,CA,94132,www.sfsu.edu/,8,11.0,0.9292,23297.0
00132500,University of San Francisco,San Francisco,CA,94117-1080,https://www.usfca.edu/,8,11.0,0.7092,72280.0
02500000,San Joaquin College of Law,Clovis,CA,93612-1312,www.sjcl.edu/,8,21.0,,
00128000,San Joaquin Delta College,Stockton,CA,95207,www.deltacollege.edu/,8,11.0,,21669.0
02120700,San Joaquin Valley College-Visalia,Visalia,CA,93291-9283,www.sjvc.edu/,8,41.0,,
02120703,San Joaquin Valley College-Bakersfield,Bakersfield,CA,93309-2659,www.sjvc.edu/,8,11.0,,
00128100,William Jessup University,Rocklin,CA,95765-3707,www.jessup.edu/,8,41.0,0.7778,51573.0
00128200,San Jose City College,San Jose,CA,95128-2798,www.sjcc.edu/,8,11.0,,21947.0
00115500,San Jose State University,San Jose,CA,95192-0001,www.sjsu.edu/,8,11.0,0.8437,24198.0
00118100,College of San Mateo,San Mateo,CA,94402-3784,www.collegeofsanmateo.edu/,8,12.0,,9076.0
02577900,Santa Barbara Business College-Bakersfield,Bakersfield,CA,93309,sbbcollege.edu/,8,11.0,,
00128500,Santa Barbara City College,Santa Barbara,CA,93109-2394,www.sbcc.edu/,8,13.0,,18904.0
00132600,Santa Clara University,Santa Clara,CA,95053,www.scu.edu/,8,12.0,0.5398,72321.0
00128600,Santa Monica College,Santa Monica,CA,90405-1628,https://www.smc.edu/,8,13.0,,11330.0
00128700,Santa Rosa Junior College,Santa Rosa,CA,95401-4395,www.santarosa.edu/,8,12.0,,15082.0
02120600,Saybrook University,Pasadena,CA,91103,https://www.saybrook.edu/,8,12.0,,
00117400,Scripps College,Claremont,CA,91711-3905,www.scrippscollege.edu/,8,21.0,0.2954,77774.0
00118600,College of the Sequoias,Visalia,CA,93277-2214,https://www.cos.edu/,8,12.0,,11245.0
02359300,Shasta Bible College and Graduate School,Redding,CA,96002,www.shasta.edu/,8,13.0,1.0,21485.0
00128900,Shasta College,Redding,CA,96003,https://www.shastacollege.edu/,8,22.0,,12311.0
00129000,Sierra College,Rocklin,CA,95677-3397,https://www.sierracollege.edu/,8,21.0,,10481.0
02064300,Sierra College of Beauty,Merced,CA,95340,sierrabeautycollege.net/blog3/,8,13.0,,
00177212,Trinity Law School,Santa Ana,CA,92705,tls.edu/,8,11.0,,
00129100,Simpson University,Redding,CA,96003-8606,www.simpsonu.edu/,8,13.0,0.6695,49249.0
00118700,College of the Siskiyous,Weed,CA,96094-2899,www.siskiyous.edu/,8,33.0,,16204.0
00950900,Charles A Jones Career and Education Center,Sacramento,CA,95824-1529,www.caj.scusd.edu/,8,11.0,,
00771300,Skyline College,San Bruno,CA,94066-1698,skylinecollege.edu/,8,21.0,,9827.0
00127200,San Bernardino Valley College,San Bernardino,CA,92410-2798,www.valleycollege.edu/,8,12.0,,14606.0
00130200,Saint Mary's College of California,Moraga,CA,94575,https://www.stmarys-ca.edu/,8,21.0,0.7008,61577.0
00129200,Solano Community College,Fairfield,CA,94534-3197,www.solano.edu/,8,22.0,,9096.0
00115600,Sonoma State University,Rohnert Park,CA,94928-3609,https://sonoma.edu/,8,21.0,0.9373,16072.0
02597300,South Baylo University,Anaheim,CA,92801-1701,www.southbaylo.edu/,8,11.0,,
02277400,South Coast College,Orange,CA,92868-2609,www.southcoastcollege.edu/,8,12.0,,18316.0
00129300,Vanguard University of Southern California,Costa Mesa,CA,92626,https://www.vanguard.edu/,8,12.0,0.6901,47967.0
00807100,Concorde Career College-Garden Grove,Garden Grove,CA,92840-9201,https://www.concorde.edu/campus/garden-grove-california,8,21.0,0.9789,
00129400,Southwestern College,Chula Vista,CA,91910-7299,https://www.swccd.edu/,8,11.0,,12476.0
00408000,Starr King School for the Ministry,Oakland,CA,94612,www.sksm.edu/,8,11.0,,
00123000,Marshall B Ketchum University,Fullerton,CA,92831-1699,www.ketchum.edu/,8,21.0,,
02075800,Southern California Institute of Architecture,Los Angeles,CA,90013-1822,www.sciarc.edu/,8,11.0,0.6486,64108.0
00132800,University of Southern California,Los Angeles,CA,90089,www.usc.edu/,8,11.0,0.1251,67045.0
00129500,Southwestern Law School,Los Angeles,CA,90010-1106,https://www.swlaw.edu/,8,11.0,,
00130900,Taft College,Taft,CA,93268,www.taftcollege.edu/,8,32.0,,14929.0
00128800,Claremont School of Theology,Claremont,CA,91711-3199,www.cst.edu/,8,21.0,,
02358000,Thomas Aquinas College,Santa Paula,CA,93060,https://thomasaquinas.edu/,8,42.0,0.8314,38380.0
03403300,Epic Bible College & Graduate School,Sacramento,CA,95841,epic.edu/,8,21.0,,
02559300,UEI College-Huntington Park,Huntington Park,CA,90255-2933,https://www.uei.edu/,8,21.0,,
00853700,Concorde Career College-San Bernardino,San Bernardino,CA,92408-3403,https://www.concorde.edu/campus/san-bernardino-california,8,12.0,0.9907,
00760700,Concorde Career College-North Hollywood,North Hollywood,CA,91606-3134,https://www.concorde.edu/campus/north-hollywood-california,8,11.0,0.9808,
00133400,Ventura College,Ventura,CA,93003-3872,www.venturacollege.edu/,8,12.0,,9319.0
04250100,The Santa Barbara and Ventura Colleges of Law at Ventura,Ventura,CA,93003,https://www.collegesoflaw.edu/,8,12.0,,
02128200,Bridges Beauty College,Victorville,CA,92395-3821,www.bridgesbeautycollege.com/,8,21.0,,
00133500,Victor Valley College,Victorville,CA,92395-5850,www.vvc.edu/,8,21.0,,18137.0
02242700,Berkeley City College,Berkeley,CA,94704,www.berkeleycitycollege.edu/wp/,8,12.0,,19681.0
02504200,Walden University,Minneapolis,MN,55401,www.waldenu.edu/,4,11.0,,24240.0
02061600,Waynes College of Beauty,Salinas,CA,93906-2830,www.waynescollegeofbeauty.com/,8,12.0,,
